SEASON,TEAM,HHI_LATE,HHI_ALL,FUNNEL,N_LATE_FGA,TOP_LATE_SHARE,PPC_LATE,N_LATE_CHANCES,PPC_EARLY,N_EARLY_CHANCES
2017,ATL,0.0837982476775865,0.08844655830547823,-0.004648310627891741,1179,0.15521628498727735,0.5453257790368272,2118,0.7761723009814613,7336
2017,BKN,0.08875072494734593,0.08708555120932313,0.0016651737380228016,1448,0.1477900552486188,0.6191282268303004,2363,0.7812544446024747,7031
2017,BOS,0.09824534742180643,0.09881442806218761,-0.0005690806403811782,1419,0.142353770260747,0.6197002141327623,2335,0.7865791393143691,6855
2017,CHA,0.10492324534092627,0.1062654171735539,-0.0013421718326276227,1283,0.16835541699142634,0.5733082706766918,2128,0.7782507208567898,7283
2017,CHI,0.08174863225640053,0.07973381027352858,0.0020148219828719505,1217,0.13311421528348397,0.5630252100840336,2023,0.7941336971350614,7330
2017,CLE,0.11792981893927253,0.0971181164800938,0.020811702459178724,1422,0.270042194092827,0.6903669724770642,2180,0.8085318875731202,7009
2017,DAL,0.11434870734784827,0.10323334332302692,0.011115364024821356,1544,0.22279792746113988,0.6277755349212757,2477,0.7996994740796394,6655
2017,DEN,0.10093372216213095,0.10581469398184726,-0.0048809718197163066,1342,0.1512667660208644,0.6176470588235294,2176,0.8122758620689655,7250
2017,DET,0.08104394108791713,0.07802458109166238,0.0030193599962547446,1321,0.11809235427706283,0.5625276182059213,2263,0.814054997817547,6873
2017,GSW,0.0989872762422448,0.10462374698602471,-0.005636470743779903,1218,0.18472906403940886,0.6392785571142284,1996,0.8619834710743801,7260
2017,HOU,0.12732874380695583,0.11229993069178415,0.01502881311517168,1278,0.2644757433489828,0.6475332068311196,2108,0.8281139294317699,7057
2017,IND,0.10052774344586989,0.11101820365752833,-0.010490460211658448,1399,0.14653323802716225,0.6279788172992057,2266,0.8066106117715279,6898
2017,LAC,0.08448170182080403,0.09019852863268438,-0.005716826811880349,1290,0.15891472868217055,0.5745573159366263,2146,0.7855499932350155,7391
2017,LAL,0.09439882133584042,0.09388232394820184,0.0005164973876385787,1126,0.13676731793960922,0.5680289705121573,1933,0.7814348161481101,7778
2017,MEM,0.09327804843403606,0.08177769650072905,0.011500351933307007,1538,0.19505851755526657,0.6012733784321528,2513,0.7332027719192528,6638
2017,MIA,0.09313601454674905,0.09665520152657112,-0.0035191869798220643,1514,0.14002642007926025,0.625979381443299,2425,0.7923747598640462,6767
2017,MIL,0.11795415224913496,0.11912983682682815,-0.0011756845776931951,1360,0.2073529411764706,0.6274238227146814,2166,0.8010524777079374,6841
2017,MIN,0.12471613560231881,0.12189492770362174,0.0028212078986970673,1631,0.1863887185775598,0.6530129972430091,2539,0.7993416130480323,6683
2017,NOP,0.11541388693983166,0.11735854723446631,-0.0019446602946346508,1038,0.20520231213872833,0.5740637227501397,1789,0.8156019343344363,7858
2017,NYK,0.08604549415170133,0.08306648301193759,0.002979011139763746,1472,0.14402173913043478,0.6075085324232082,2344,0.7896449285613241,7069
2017,OKC,0.14030939583765137,0.1436533850420133,-0.0033439892043619357,1221,0.22932022932022933,0.5677451971688574,1978,0.786578073089701,7525
2017,ORL,0.08416719176643561,0.0841427726904732,2.441907596241466e-05,1380,0.12101449275362319,0.5670567056705671,2222,0.791696188181947,7057
2017,PHI,0.10406954286323193,0.09997056454079278,0.004098978322439148,1096,0.2071167883211679,0.5644908616187989,1915,0.7888030888030888,7770
2017,PHX,0.09113312396922205,0.09294836801397763,-0.0018152440447555818,1357,0.15254237288135594,0.542572463768116,2208,0.7431738307650716,7398
2017,POR,0.11676517797480039,0.13198180026769782,-0.015216622292897428,1524,0.2001312335958005,0.613404168369432,2447,0.7928217099503939,6854
2017,SAC,0.09142913650567619,0.08879751090856311,0.0026316255971130798,1590,0.1440251572327044,0.593603744149766,2564,0.7969348659003831,6525
2017,SAS,0.11246876201460976,0.09483937361003492,0.01762938840457484,1632,0.25183823529411764,0.6139646869983949,2492,0.7786959134615384,6656
2017,TOR,0.10722980155726765,0.10819617182343022,-0.0009663702661625723,1362,0.20190895741556533,0.6364053186611646,2181,0.8381591831025318,7149
2017,UTA,0.09840320938730733,0.10219809243225168,-0.0037948830449443527,1458,0.18655692729766804,0.5914156004952538,2423,0.7916419679905157,6748
2017,WAS,0.11137566027831125,0.11362973103879255,-0.0022540707604813,1473,0.19416157501697218,0.5975,2400,0.8036123853211009,6976
2018,ATL,0.08845083246618106,0.09023711865519589,-0.0017862861890148296,1240,0.12741935483870967,0.5276769509981851,2204,0.7931549471064094,8035
2018,BKN,0.09762964770457061,0.10060659386160137,-0.0029769461570307576,1457,0.1702127659574468,0.5935222672064777,2470,0.7906819716407832,7405
2018,BOS,0.10777580636527792,0.10534764056774609,0.0024281657975318283,1427,0.15837421163279608,0.5967184801381693,2316,0.8444082076369072,7359
2018,CHA,0.10111524033481706,0.10839731148918293,-0.007282071154365868,1512,0.18716931216931218,0.601965601965602,2442,0.816533409480297,7004
2018,CHI,0.07604908790921507,0.07375671669188323,0.0022923712173318345,1663,0.15093205051112446,0.6246638494045332,2603,0.788982674366948,6753
2018,CLE,0.09040750873216409,0.0910612759587223,-0.0006537672265582023,1856,0.1713362068965517,0.6066252587991718,2898,0.7807602792862685,6445
2018,DAL,0.08395020374559213,0.07732079568550801,0.0066294080600841215,1619,0.1692402717726992,0.6133181990162694,2643,0.7771444856084354,7018
2018,DEN,0.11004359399714517,0.10276496617709197,0.007278627820053202,1610,0.19130434782608696,0.6017014694508894,2586,0.8316117164284703,7067
2018,DET,0.1094448547738418,0.10345489175218754,0.005989963021654263,1857,0.21701669359181475,0.6284419658417567,2869,0.775651649841796,6637
2018,GSW,0.10894683599215599,0.12397589163869013,-0.015029055646534145,1299,0.18321785989222478,0.6562347188264058,2045,0.8651935146443515,7648
2018,HOU,0.15634335107003666,0.12717545254290727,0.029167898527129393,1656,0.3285024154589372,0.6854406130268199,2610,0.8196769891835828,6749
2018,IND,0.09749096189545761,0.09404084941493562,0.0034501124805219885,1502,0.13648468708388814,0.628075837031061,2479,0.8141490287039722,6898
2018,LAC,0.09647769919433612,0.09285806550092744,0.003619633693408675,1476,0.15176151761517614,0.6338514680483592,2316,0.7692512302167841,7519
2018,LAL,0.10234555054534245,0.08816651033675622,0.014179040208586222,1395,0.1949820788530466,0.5932432432432433,2220,0.8004431699687174,7672
2018,MEM,0.07863761613756974,0.06735915607623628,0.011278460061333456,1798,0.17853170189099,0.6188203204909649,2933,0.7671319796954315,6304
2018,MIA,0.09068299851224432,0.08881190568507823,0.0018710928271660904,1655,0.14984894259818732,0.6658941676322905,2589,0.7677587706581618,6898
2018,MIL,0.10180677585615966,0.10255069117721086,-0.0007439153210511973,1359,0.1582045621780721,0.645709040844424,2179,0.854417803682607,7549
2018,MIN,0.0970688100905184,0.09642175230847241,0.00064705778204599,1549,0.1736604260813428,0.5817230273752013,2484,0.7951219512195122,7380
2018,NOP,0.09527355191846326,0.09010283168416784,0.00517072023429542,1306,0.18147013782542112,0.6056074766355141,2140,0.8137729124236253,7856
2018,NYK,0.07354865913307473,0.07387298870838745,-0.00032432957531271234,1540,0.11948051948051948,0.5972,2500,0.7276804484933427,7135
2018,OKC,0.12131680518713028,0.1313840697679457,-0.010067264580815416,1093,0.1848124428179323,0.5372117400419287,1908,0.7876926782273603,8304
2018,ORL,0.1253932126967363,0.11887332512581135,0.006519887570924962,1641,0.20353443022547227,0.5764662212323682,2694,0.8383627128772034,6694
2018,PHI,0.10521581104395061,0.09171800307014666,0.013497807973803955,1429,0.23093072078376486,0.6048906048906049,2331,0.7995441137034057,7458
2018,PHX,0.09613791388322505,0.09144855976933958,0.004689354113885477,1634,0.16952264381884946,0.5882797731568998,2645,0.776595744680851,6956
2018,POR,0.09620963344945416,0.11027425702686788,-0.014064623577413726,1698,0.16313309776207302,0.6285064442759667,2638,0.8152158627478554,7111
2018,SAC,0.09473684210526313,0.10022186001750633,-0.0054850179122431925,1235,0.16032388663967612,0.5239904988123515,2105,0.827936507936508,7875
2018,SAS,0.12595156368924187,0.11884343625288804,0.007108127436353834,1714,0.2193698949824971,0.6706631697264893,2669,0.8473534263007947,6669
2018,TOR,0.0926513846922393,0.09202771789572375,0.0006236667965155429,1533,0.15851272015655576,0.6406890894175554,2438,0.8388093232238135,7122
2018,UTA,0.11730553786419685,0.1103300404888458,0.006975497375351053,1444,0.23545706371191136,0.6347204707860445,2379,0.7931644880174292,7344
2018,WAS,0.08965336236053012,0.09170263643097311,-0.0020492740704429885,1383,0.19956616052060738,0.5956616052060738,2305,0.816948697287134,7446
2019,ATL,0.08383671515857974,0.09911843712908039,-0.01528172197050065,1018,0.14243614931237722,0.5323702514713751,1869,0.7835197731211596,6347
2019,BKN,0.09856866784174648,0.0896303809276272,0.00893828691411927,1302,0.18740399385560677,0.6291646547561565,2071,0.7866444579043004,6604
2019,BOS,0.11546757212719157,0.11064111567355824,0.004826456453633332,1419,0.2156448202959831,0.6062780269058295,2230,0.8267008985879333,6232
2019,CHA,0.11230828704165169,0.11103081341330666,0.00127747362834503,1377,0.17138707334785766,0.6199722607489597,2163,0.7641366223908919,5270
2019,CHI,0.10438775510204083,0.10645390643250016,-0.0020661513304593287,1120,0.19464285714285715,0.5738758029978587,1868,0.792714657415438,5765
2019,CLE,0.10586118204572617,0.10666153658252357,-0.0008003545367974013,1318,0.17450682852807284,0.6013824884792627,2170,0.8002215657311669,5416
2019,DAL,0.10090463733650416,0.10242533227282682,-0.0015206949363226613,1450,0.18689655172413794,0.6148881239242685,2324,0.8685019993848047,6502
2019,DEN,0.11367763431903373,0.09907744927290278,0.014600185046130948,1470,0.21564625850340136,0.6743688489516474,2337,0.8106098165592464,6051
2019,DET,0.07501418683751977,0.0803948294237564,-0.005380642586236634,1413,0.12455767869780608,0.6550647032574743,2241,0.7817355058734369,5278
2019,GSW,0.08108002053569384,0.07711502641109774,0.003964994124596097,1106,0.13200723327305605,0.5384615384615384,1833,0.77434015032337,5721
2019,HOU,0.14194892979118123,0.1286859540040829,0.013262975787098341,1086,0.27992633517495397,0.6479768786127168,1730,0.7925539620454874,6903
2019,IND,0.10116165043129091,0.09724584132995827,0.003915809101332643,1312,0.16158536585365854,0.6113189897100093,2138,0.8444153291844088,6106
2019,LAC,0.10420840479501636,0.10347743605736878,0.0007309687376475804,1154,0.20103986135181975,0.6439393939393939,1848,0.8007789095266626,6676
2019,LAL,0.12738702892791934,0.11219766643396267,0.015189362493956665,1299,0.2409545804464973,0.6401151631477927,2084,0.8109389819791337,6326
2019,MEM,0.09889308012486993,0.09532909844435421,0.003563981680515721,1240,0.1620967741935484,0.5559355153883733,2047,0.8290422245108136,6797
2019,MIA,0.10365560730661139,0.10211832254225696,0.0015372847643544268,1429,0.13925822253324002,0.6630244755244755,2288,0.8093241656884119,5963
2019,MIL,0.09458423748350114,0.10013819527033206,-0.005553957786830918,1077,0.15598885793871867,0.6349471341124096,1797,0.8310772701635646,7092
2019,MIN,0.07158902039788467,0.06954353120977891,0.0020454891881057646,1045,0.14354066985645933,0.577790973871734,1684,0.771479616696443,6157
2019,NOP,0.09792677819656594,0.09664579096255607,0.0012809872340098644,1065,0.17746478873239438,0.5833798103736754,1793,0.8170731707317073,7052
2019,NYK,0.1031670895809304,0.09177499445132263,0.011392095129607774,1275,0.2007843137254902,0.6121332670313276,2011,0.7696078431372549,5712
2019,OKC,0.11599178045272529,0.1101262494013203,0.005865531051404985,1381,0.17378711078928313,0.6763888888888889,2160,0.7722461131326497,6046
2019,ORL,0.10723463644627168,0.10573997608852387,0.0014946603577478124,1427,0.1590749824807288,0.5839544059622972,2281,0.8085633989089106,6049
2019,PHI,0.10566598208348825,0.10002407993486352,0.005641902148624728,1541,0.1791044776119403,0.6113861386138614,2424,0.8279077376083755,6113
2019,PHX,0.10105033603224627,0.10228198707678597,-0.0012316510445397055,1273,0.20031421838177532,0.6056929538030797,2143,0.792279963953139,6658
2019,POR,0.11600653652547818,0.12237029492306696,-0.0063637583975887785,1423,0.18411806043569923,0.6169928825622776,2248,0.8424541390473255,6487
2019,SAC,0.10583368983026746,0.10333044444444443,0.0025032453858230275,1291,0.1611154144074361,0.6056270863137816,2097,0.8268156424581006,6265
2019,SAS,0.10529703118487801,0.09738870887209242,0.007908322312785598,1318,0.16843702579666162,0.6219748305905131,2066,0.842036765902066,6147
2019,TOR,0.10649914359223045,0.10451096693948567,0.001988176652744783,1294,0.18238021638330756,0.6030534351145038,2096,0.8209966134494436,6201
2019,UTA,0.12266936433869216,0.11576778176002428,0.006901582578667881,1471,0.2345343303874915,0.650087260034904,2292,0.8183333333333334,6000
2019,WAS,0.09423700377352223,0.09255686749885973,0.0016801362746624998,1202,0.18552412645590682,0.5757874015748031,2032,0.7955219454329775,6744
2020,ATL,0.09339954240079883,0.09768239730047276,-0.004282854899673935,1391,0.14018691588785046,0.6694107452339688,2308,0.8266756939742722,5908
2020,BKN,0.08544647151597856,0.08704738643861082,-0.0016009149226322572,1196,0.1505016722408027,0.6721887550200804,1992,0.8940195606862273,6237
2020,BOS,0.11647684583859089,0.10687047948901487,0.009606366349576012,1394,0.25609756097560976,0.6581272084805654,2264,0.850405427767665,6043
2020,CHA,0.10289786026922842,0.09985970178989005,0.0030381584793383737,1356,0.19100294985250738,0.6287625418060201,2093,0.8261862057720528,6133
2020,CHI,0.09139887790216136,0.09509707891174166,-0.003698201009580293,1402,0.15335235378031384,0.6816326530612244,2205,0.8485898070262247,6063
2020,CLE,0.08484249834270896,0.08772299044543456,-0.002880492102725604,1581,0.15876027830487033,0.6367281475541299,2494,0.7529267866503582,5723
2020,DAL,0.11494630814088777,0.11195105073284081,0.0029952574080469585,1406,0.21763869132290184,0.6666666666666666,2259,0.8605285592497869,5865
2020,DEN,0.11544975081047079,0.09985462810942515,0.015595122701045641,1494,0.25234270414993304,0.6610455311973018,2372,0.8839816544929505,5887
2020,DET,0.07693236068995689,0.07500333484251852,0.0019290258474383704,1479,0.15956727518593644,0.6218001651527663,2422,0.785751702462022,5727
2020,GSW,0.0996141975308642,0.11213378249183134,-0.01251958496096714,1080,0.1814814814814815,0.5911413969335605,1761,0.8514896178152273,6646
2020,HOU,0.06512481025468038,0.06016900127960509,0.00495580897507529,1232,0.12256493506493507,0.6227575602255254,1951,0.7858481724461106,6402
2020,IND,0.10217041396308033,0.09023460048907317,0.011935813474007156,1128,0.18617021276595744,0.6132177681473456,1846,0.8618021844660194,6592
2020,LAC,0.09539252766296923,0.08904628389978744,0.006346243763181783,1487,0.17215870880968392,0.745080891998251,2287,0.8511076764554354,5823
2020,LAL,0.09194802581744731,0.08987733742382503,0.0020706883936222747,1424,0.14747191011235955,0.6143478260869565,2300,0.8090260494441679,6027
2020,MEM,0.09244378462730805,0.09494591939519924,-0.0025021347678911843,1236,0.14320388349514562,0.6159102000976086,2049,0.8444239063462723,6492
2020,MIA,0.09160299391455003,0.09186990620424901,-0.0002669122896989812,1387,0.13049747656813265,0.6331255565449688,2246,0.8373462671054911,5773
2020,MIL,0.11108972042273053,0.10803759340352367,0.00305212701920686,1069,0.18709073900841908,0.6431510875955321,1701,0.8923621350634031,6782
2020,MIN,0.09700971693213296,0.09792876251995393,-0.0009190455878209658,1216,0.17927631578947367,0.5713589868485144,2053,0.816074424279396,6557
2020,NOP,0.10165028646841232,0.10071573654530215,0.0009345499231101645,1191,0.1964735516372796,0.5908868201861832,2041,0.82618825722274,6438
2020,NYK,0.1393174427739675,0.11621108330347275,0.023106359470494733,1542,0.27431906614785995,0.6596185737976783,2412,0.819672131147541,5551
2020,OKC,0.07067714520582859,0.06817850558645572,0.0024986396193728694,1259,0.11596505162827642,0.5849056603773585,2067,0.7864757358790772,6285
2020,ORL,0.0712515389536728,0.07095975832169735,0.00029178063197544957,1494,0.1499330655957162,0.5528625156707062,2393,0.7929908950352174,5821
2020,PHI,0.10436177559143706,0.09265608737433999,0.011705688217097068,1436,0.1873259052924791,0.66696074106749,2267,0.8088284102223697,6026
2020,PHX,0.10600202687605732,0.10630639503593216,-0.0003043681598748349,1416,0.2097457627118644,0.6986111111111111,2160,0.8985433604336044,5904
2020,POR,0.10392843344240563,0.10658602016001001,-0.002657586717604382,1478,0.16914749661705006,0.673931623931624,2340,0.8634154516507457,5967
2020,SAC,0.09640832803002193,0.09614859583962881,0.00025973219039311657,1203,0.17871986699916875,0.6086742237555446,2029,0.8759465120025778,6207
2020,SAS,0.09682478410316493,0.09550525517630486,0.0013195289268600752,1436,0.15529247910863508,0.6398601398601399,2288,0.8361705713804146,5933
2020,TOR,0.09258010970345765,0.0845617602584844,0.008018349444973247,1327,0.18311981914091938,0.6190476190476191,2100,0.8362026561731432,6099
2020,UTA,0.12085789871504156,0.11594707501739507,0.004910823697646491,1260,0.19682539682539682,0.6293975903614458,2075,0.881067180970749,6222
2020,WAS,0.10444356278516168,0.11431018342016709,-0.009866620635005416,1136,0.18661971830985916,0.6185125735687533,1869,0.8061164764413228,6834
2021,ATL,0.09973532766793089,0.10459712087425344,-0.0048617932063225455,1567,0.17358008934269303,0.6046322633075986,2461,0.8566518688242876,6983
2021,BKN,0.07927412367294769,0.07715080317262143,0.0021233205003262506,1462,0.15663474692202461,0.6090871878837495,2443,0.8399716513111268,7055
2021,BOS,0.11124286926917425,0.11352579132636118,-0.0022829220571869285,1655,0.21027190332326284,0.6443004193671369,2623,0.8491075446227688,6667
2021,CHA,0.11436288642676005,0.1138095233213178,0.0005533631054422533,1456,0.18818681318681318,0.6486013986013986,2288,0.8542631435576137,7342
2021,CHI,0.1282955479072768,0.1243981794364616,0.0038973684708151907,1541,0.227125243348475,0.6404264042640426,2439,0.8607764390896921,6723
2021,CLE,0.09073425429882939,0.09185785831069465,-0.001123604011865259,1766,0.16761041902604756,0.6489285714285714,2800,0.8180237154150197,6325
2021,DAL,0.10827636718750001,0.09872076791314158,0.009555599274358437,1792,0.20814732142857142,0.6500875656742557,2855,0.8387148337595908,6256
2021,DEN,0.10726019962657397,0.09854541551646886,0.008714784110105109,1774,0.22209695603156707,0.68519882179676,2716,0.8391081651099729,6638
2021,DET,0.08969335272538942,0.08401636776568251,0.005676984959706907,1577,0.17184527584020293,0.5473559589581689,2534,0.7826653161626392,6911
2021,GSW,0.09430227555371239,0.10113451731328471,-0.0068322417595723245,1413,0.16914366595895258,0.6300602928509905,2322,0.851170091324201,7008
2021,HOU,0.09091665455119353,0.08784627590612318,0.003070378645070357,1527,0.13490504256712507,0.6536267318663407,2454,0.7646329706651976,7261
2021,IND,0.05880676966938651,0.05620731146759047,0.002599458201796044,1468,0.1008174386920981,0.6125,2400,0.8300180831826401,7189
2021,LAC,0.09657716951609527,0.08558192486446319,0.010995244651632083,1582,0.1902654867256637,0.6341557440246723,2594,0.8265442156717523,6751
2021,LAL,0.09893019947271177,0.10252472321822323,-0.0035945237455114604,1627,0.1727105101413645,0.6544523246650906,2538,0.8041134751773049,7050
2021,MEM,0.101016191897697,0.0946072163953573,0.006408975502339709,1521,0.16962524654832348,0.5924285138944825,2483,0.8327544750200374,7486
2021,MIA,0.09198183058996014,0.0930257710067036,-0.0010439404167434663,1669,0.14679448771719592,0.6688139446760136,2639,0.8144314431443145,6666
